q_Ainv,d_A,intensity
0.810000,7.757019,2688.826013
0.820000,7.662421,2697.635524
0.830000,7.570103,2685.481790
0.840000,7.479983,2651.443452
0.850000,7.391983,2596.480351
0.860000,7.306029,2522.724433
0.870000,7.222052,2432.681601
0.880000,7.139983,2328.624464
0.890000,7.059759,2212.392955
0.900000,6.981317,2085.693949
0.910000,6.904599,1950.833969
0.920000,6.829549,1811.671667
0.930000,6.756113,1674.479150
0.940000,6.684240,1548.382484
0.950000,6.613879,1445.122152
0.960000,6.544985,1378.021681
0.970000,6.477511,1360.244586
0.980000,6.411414,1402.610523
0.990000,6.346652,1511.383445
1.000000,6.283185,1686.499299
1.010000,6.220976,1920.650174
1.020000,6.159986,2199.491933
1.030000,6.100180,2503.024014
1.040000,6.041524,2807.950977
1.050000,5.983986,3090.629740
1.060000,5.927533,3330.081470
1.070000,5.872136,3510.531983
1.080000,5.817764,3623.043024
1.090000,5.764390,3665.986526
1.100000,5.711987,3644.351495
1.110000,5.660527,3568.104723
1.120000,5.609987,3450.000619
1.130000,5.560341,3303.315161
1.140000,5.511566,3139.950302
1.150000,5.463639,2969.229979
1.160000,5.416539,2797.521027
1.170000,5.370244,2628.609369
1.180000,5.324733,2464.592595
1.190000,5.279988,2306.953213
1.200000,5.235988,2157.471587
1.210000,5.192715,2018.719637
1.220000,5.150152,1894.020052
1.230000,5.108281,1786.920766
1.240000,5.067085,1700.376708
1.250000,5.026548,1635.913691
1.260000,4.986655,1593.052425
1.270000,4.947390,1569.195165
1.280000,4.908739,1560.045105
1.290000,4.870686,1560.475605
1.300000,4.833219,1565.634274
1.310000,4.796325,1571.991672
1.320000,4.759989,1578.046995
1.330000,4.724199,1584.484177
1.340000,4.688944,1593.711600
1.350000,4.654211,1608.881493
1.360000,4.619989,1632.629072
1.370000,4.586267,1665.858438
1.380000,4.553033,1706.907914
1.390000,4.520277,1751.347761
1.400000,4.487990,1792.515379
1.410000,4.456160,1822.712119
1.420000,4.424778,1834.815743
1.430000,4.393836,1823.945834
1.440000,4.363323,1788.786533
1.450000,4.333231,1732.232506
1.460000,4.303552,1661.168087
1.470000,4.274276,1585.383980
1.480000,4.245395,1515.835746
1.490000,4.216903,1462.606466
1.500000,4.188790,1433.014046
1.510000,4.161050,1430.281547
1.520000,4.133675,1453.069411
1.530000,4.106657,1495.977282
1.540000,4.079990,1550.902985
1.550000,4.053668,1608.947440
1.560000,4.027683,1662.423287
1.570000,4.002029,1706.493498
1.580000,3.976700,1740.044168
1.590000,3.951689,1765.568067
1.600000,3.926991,1788.065942
1.610000,3.902600,1813.210295
1.620000,3.878509,1845.207758
1.630000,3.854715,1884.896141
1.640000,3.831211,1928.594260
1.650000,3.807991,1968.085258
1.660000,3.785051,1991.881577
1.670000,3.762386,1987.637803
1.680000,3.739991,1945.304427
1.690000,3.717861,1860.409813
1.700000,3.695991,1736.766443
1.710000,3.674377,1587.946126
1.720000,3.653015,1437.055172
1.730000,3.631899,1314.634307
1.740000,3.611026,1254.856513
1.750000,3.590392,1290.533293
1.760000,3.569992,1447.700383
1.770000,3.549822,1740.684544
1.780000,3.529879,2168.524451
1.790000,3.510159,2713.430802
1.800000,3.490659,3341.653937
1.810000,3.471373,4006.736234
1.820000,3.452300,4654.730782
1.830000,3.433435,5230.637938
1.840000,3.414775,5685.106203
1.850000,3.396316,5980.399287
1.860000,3.378057,6094.753968
1.870000,3.359992,6024.519617
1.880000,3.342120,5783.831386
1.890000,3.324437,5401.960386
1.900000,3.306940,4918.837796
1.910000,3.289626,4379.506924
1.920000,3.272492,3828.378285
1.930000,3.255536,3304.134282
1.940000,3.238755,2835.965286
1.950000,3.222146,2441.554541
1.960000,3.205707,2126.917055
1.970000,3.189434,1887.894424
1.980000,3.173326,1712.864512
1.990000,3.157380,1586.078916
2.000000,3.141593,1491.008926
2.010000,3.125963,1413.157279
2.020000,3.110488,1341.954580
2.030000,3.095165,1271.568703
2.040000,3.079993,1200.670367
2.050000,3.064968,1131.379122
2.060000,3.050090,1067.731552
2.070000,3.035355,1014.052973
2.080000,3.020762,973.576465
2.090000,3.006309,947.554517
2.100000,2.991993,934.974740
2.110000,2.977813,932.852150
2.120000,2.963767,936.954545
2.130000,2.949852,942.745125
2.140000,2.936068,946.307616
2.150000,2.922412,945.051760
2.160000,2.908882,938.068540
2.170000,2.895477,926.095865
2.180000,2.882195,911.144808
2.190000,2.869034,895.905072
2.200000,2.855993,883.083314
2.210000,2.843070,874.825255
2.220000,2.830264,872.336518
2.230000,2.817572,875.759482
2.240000,2.804993,884.299078
2.250000,2.792527,896.534830
2.260000,2.780170,910.821160
2.270000,2.767923,925.669255
2.280000,2.755783,940.020882
2.290000,2.743749,953.361082
2.300000,2.731820,965.662167
2.310000,2.719994,977.194395
2.320000,2.708270,988.269233
2.330000,2.696646,998.993027
2.340000,2.685122,1009.100979
2.350000,2.673696,1017.917003
2.360000,2.662367,1024.451236
2.370000,2.651133,1027.612390
2.380000,2.639994,1026.484689
2.390000,2.628948,1020.604733
2.400000,2.617994,1010.174593
2.410000,2.607131,996.162561
2.420000,2.596358,980.267904
2.430000,2.585673,964.754653
2.440000,2.575076,952.185438
2.450000,2.564565,945.104347
2.460000,2.554140,945.724567
2.470000,2.543800,955.671752
2.480000,2.533542,975.819572
2.490000,2.523368,1006.233745
2.500000,2.513274,1046.219695
